product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,return_date
FB000549,Dresses,Gap,Spring,M,Navy,188.97,33.4,125.85,2024-03-21,34,4.2,False,,
FB000550,Tops,Mango,Summer,XXL,Gray,29.73,0.0,29.73,2025-12-28,41,3.8,False,,
FB000551,Tops,H&M,Fall,S,Brown,45.81,7.8,42.24,2024-12-04,42,4.0,False,,
FB000552,Shoes,Gap,Winter,XS,Black,116.05,11.9,102.24,2024-10-16,10,4.1,False,,
FB000553,Outerwear,Mango,Summer,L,Black,135.4,16.9,112.52,2025-04-17,34,4.3,False,,
FB000554,Tops,H&M,Fall,XL,Red,117.39,10.1,105.53,2025-08-28,44,4.4,False,,
FB000555,Tops,Ann Taylor,Fall,S,Beige,86.96,34.2,57.22,2024-04-27,31,3.7,False,,
FB000556,Tops,Ann Taylor,Summer,L,Red,50.8,14.0,43.69,2025-09-02,43,3.7,False,,
FB000557,Tops,Ann Taylor,Winter,XXL,Beige,26.15,0.0,26.15,2025-08-17,8,3.7,False,,
FB000558,Dresses,Zara,Fall,XXL,Red,127.01,0.0,127.01,2025-08-14,39,4.0,False,,
FB000559,Bottoms,Ann Taylor,Spring,XL,Beige,66.55,48.7,34.14,2024-04-01,22,4.3,False,,
FB000560,Outerwear,Forever21,Fall,M,Green,142.77,5.8,134.49,2025-07-27,45,4.2,False,,
FB000561,Shoes,Banana Republic,Spring,XS,White,109.07,14.4,93.36,2025-01-26,45,4.8,False,,
FB000562,Tops,H&M,Fall,L,Red,38.82,18.9,31.48,2024-06-06,26,3.6,False,,
FB000563,Dresses,Mango,Fall,XS,Black,160.23,0.0,160.23,2025-11-04,31,4.8,False,,
FB000564,Bottoms,Banana Republic,Fall,XXL,Blue,133.22,53.9,61.41,2025-09-30,27,3.1,True,Size Issue,2025-10-18
FB000565,Tops,Forever21,Spring,S,Red,62.48,0.0,62.48,2024-08-30,31,3.5,False,,
FB000566,Shoes,Forever21,Spring,XS,Green,130.9,22.3,101.71,2025-12-08,30,2.5,True,Changed Mind,2025-12-25
FB000567,Shoes,Gap,Summer,XL,Brown,54.15,16.1,45.43,2024-03-20,42,3.2,False,,
FB000568,Outerwear,Uniqlo,Summer,M,Purple,212.35,12.7,185.38,2025-08-10,30,4.3,False,,
FB000569,Tops,Ann Taylor,Spring,M,Red,23.53,55.0,10.59,2025-07-31,46,3.8,False,,
FB000570,Dresses,Gap,Fall,XL,Green,161.57,0.0,161.57,2025-10-01,47,4.3,True,Wrong Item,2025-10-04
FB000571,Bottoms,Banana Republic,Spring,M,Red,103.9,0.0,103.9,2024-01-15,16,3.9,False,,
FB000572,Outerwear,Mango,Fall,XXL,Gray,142.86,0.0,142.86,2025-12-18,50,2.9,True,Size Issue,2026-01-04
FB000573,Accessories,Ann Taylor,Summer,S,Brown,75.71,0.0,75.71,2025-02-26,31,3.7,False,,
FB000574,Bottoms,Gap,Fall,S,Brown,118.12,0.0,118.12,2024-09-27,41,4.6,False,,
FB000575,Accessories,Zara,Fall,L,Blue,45.96,19.2,37.14,2024-08-27,34,4.0,False,,
FB000576,Dresses,Forever21,Winter,M,Red,140.18,9.3,127.14,2025-01-26,28,3.9,False,,
FB000577,Outerwear,Zara,Summer,XL,Beige,140.15,32.2,95.02,2024-10-06,41,4.1,True,Changed Mind,2024-11-01
FB000578,Accessories,Uniqlo,Winter,L,Beige,63.69,31.8,43.44,2025-06-16,12,2.7,False,,
FB000579,Dresses,Mango,Spring,XL,Green,164.38,20.2,131.18,2025-06-21,6,3.6,True,Wrong Item,2025-07-03
FB000580,Bottoms,Uniqlo,Spring,S,Green,32.84,0.0,32.84,2025-11-03,38,3.9,False,,
FB000581,Bottoms,Banana Republic,Summer,XS,Brown,45.59,38.0,28.27,2024-07-08,36,3.5,False,,
FB000582,Dresses,Mango,Spring,M,Gray,162.28,0.0,162.28,2024-10-10,29,3.6,False,,
FB000583,Dresses,Ann Taylor,Spring,S,Black,97.14,0.0,97.14,2024-12-06,24,4.5,False,,
FB000584,Shoes,Uniqlo,Fall,L,Black,118.68,52.2,56.73,2025-10-22,11,2.9,False,,
FB000585,Bottoms,Forever21,Fall,XL,Beige,42.75,8.9,38.95,2024-03-15,2,4.7,True,Damaged,2024-03-24
FB000586,Tops,Zara,Winter,S,Beige,84.03,53.3,39.24,2024-06-04,17,4.6,False,,
FB000587,Tops,Zara,Winter,L,Blue,60.39,36.2,38.53,2025-07-07,4,4.5,True,Wrong Item,2025-07-30
FB000588,Tops,Banana Republic,Spring,M,Beige,50.28,0.0,50.28,2024-04-02,41,2.4,True,Wrong Item,2024-04-13
FB000589,Accessories,Gap,Spring,XXL,White,26.48,0.0,26.48,2025-11-07,24,3.4,True,Changed Mind,2025-12-06
FB000590,Accessories,Ann Taylor,Winter,XS,Beige,43.47,0.0,43.47,2024-07-16,2,4.5,True,Color Mismatch,2024-07-24
FB000591,Tops,Forever21,Summer,XL,Beige,50.77,17.5,41.89,2024-01-17,28,4.4,True,Size Issue,2024-01-28
FB000592,Dresses,Zara,Winter,XS,White,187.21,29.2,132.54,2025-07-03,43,4.2,True,Size Issue,2025-08-02
FB000593,Accessories,Zara,Fall,L,Beige,16.24,52.4,7.73,2025-12-19,15,3.6,False,,
FB000594,Accessories,Mango,Summer,M,Black,44.65,0.0,44.65,2024-03-06,37,3.8,False,,
FB000595,Accessories,Banana Republic,Winter,XL,Brown,29.34,28.5,20.98,2025-11-25,47,3.8,False,,
FB000596,Accessories,Mango,Spring,S,Green,53.55,0.0,53.55,2024-10-07,7,3.1,True,Wrong Item,2024-10-13
FB000597,Dresses,Ann Taylor,Fall,L,White,207.36,0.0,207.36,2025-10-09,6,4.0,False,,
FB000598,Bottoms,Zara,Winter,XS,Green,30.87,54.1,14.17,2024-10-17,37,3.9,True,Color Mismatch,2024-11-11
FB000599,Tops,Mango,Fall,S,Beige,47.09,8.6,43.04,2025-09-17,11,3.8,False,,
FB000600,Outerwear,Mango,Winter,XL,Black,186.62,27.0,136.23,2025-07-25,0,4.7,True,Size Issue,2025-08-11
FB000601,Accessories,Ann Taylor,Fall,L,Beige,57.86,0.0,57.86,2024-04-25,12,3.8,False,,
FB000602,Dresses,Gap,Winter,S,Red,163.92,0.0,163.92,2025-01-07,41,3.8,False,,
FB000603,Tops,Uniqlo,Spring,XL,Gray,24.33,38.5,14.96,2024-06-10,11,4.1,False,,
FB000604,Tops,Banana Republic,Summer,S,Gray,79.27,0.0,79.27,2025-11-24,12,3.5,False,,
FB000605,Bottoms,Banana Republic,Spring,S,Black,58.45,8.0,53.77,2024-03-16,14,4.4,False,,
FB000606,Tops,Zara,Winter,S,White,112.79,10.8,100.61,2025-04-13,8,4.3,False,,
FB000607,Dresses,Ann Taylor,Spring,S,Navy,71.63,21.2,56.44,2024-04-23,8,4.6,False,,
FB000608,Tops,Forever21,Fall,M,White,108.64,16.8,90.39,2025-09-18,40,4.1,False,,
FB000609,Outerwear,H&M,Summer,L,Purple,163.17,51.8,78.65,2024-10-12,29,4.9,True,Changed Mind,2024-11-09
FB000610,Bottoms,H&M,Spring,L,Brown,56.69,58.9,23.3,2024-01-06,36,4.8,False,,
FB000611,Accessories,Zara,Winter,XXL,Purple,17.19,12.2,15.09,2024-04-10,44,4.1,False,,
FB000612,Bottoms,Banana Republic,Summer,XXL,Blue,143.99,0.0,143.99,2024-09-01,18,4.8,False,,
FB000613,Accessories,Zara,Winter,XXL,Pink,25.52,13.6,22.05,2024-01-25,37,4.0,False,,
FB000614,Tops,Mango,Winter,S,Navy,82.68,20.0,66.14,2024-03-13,40,3.4,False,,
FB000615,Dresses,Ann Taylor,Summer,M,Blue,177.99,32.3,120.5,2024-07-31,36,2.9,False,,
FB000616,Accessories,Ann Taylor,Summer,XL,Beige,38.66,0.0,38.66,2025-01-09,24,4.4,False,,
FB000617,Accessories,Ann Taylor,Spring,S,Beige,51.32,0.0,51.32,2024-07-28,45,4.3,False,,
FB000618,Shoes,H&M,Summer,XXL,Gray,157.98,37.4,98.9,2024-08-02,44,4.6,False,,
FB000619,Bottoms,Ann Taylor,Spring,M,Purple,111.63,0.0,111.63,2025-01-16,4,4.4,False,,
FB000620,Tops,Banana Republic,Winter,XXL,Purple,87.83,9.4,79.57,2025-01-11,39,2.9,False,,
FB000621,Dresses,Banana Republic,Fall,L,Black,63.63,45.8,34.49,2024-04-21,4,3.4,True,Changed Mind,2024-04-26
FB000622,Tops,Mango,Fall,XL,Beige,22.27,15.2,18.88,2025-04-30,8,4.3,False,,
FB000623,Tops,Zara,Spring,S,Black,22.2,36.7,14.05,2025-10-22,33,4.9,False,,
FB000624,Outerwear,Ann Taylor,Spring,L,Brown,193.2,13.2,167.7,2024-11-07,29,4.9,False,,
FB000625,Shoes,Mango,Spring,S,Gray,99.5,0.0,99.5,2024-05-31,3,4.2,False,,
FB000626,Tops,Mango,Fall,XXL,Purple,48.52,56.8,20.96,2025-11-13,44,3.8,False,,
FB000627,Bottoms,H&M,Summer,XS,Navy,98.94,10.5,88.55,2025-07-29,13,3.1,False,,
FB000628,Dresses,Ann Taylor,Spring,S,Navy,126.23,50.7,62.23,2024-01-26,7,3.9,False,,
FB000629,Tops,Mango,Winter,M,Red,20.43,39.5,12.36,2025-10-24,21,3.5,False,,
FB000630,Tops,Uniqlo,Fall,XL,Gray,53.87,0.0,53.87,2024-02-11,30,4.8,False,,
FB000631,Outerwear,Banana Republic,Spring,XS,Blue,184.98,0.0,184.98,2024-04-04,22,3.4,True,Changed Mind,2024-04-11
FB000632,Outerwear,H&M,Spring,S,Green,94.21,33.5,62.65,2025-06-08,5,3.7,False,,
FB000633,Tops,Ann Taylor,Summer,XXL,Navy,59.76,28.6,42.67,2025-01-16,24,4.7,True,Size Issue,2025-01-26
FB000634,Tops,Banana Republic,Fall,XXL,Gray,94.15,11.6,83.23,2025-03-10,10,2.8,False,,
FB000635,Tops,Mango,Summer,S,White,50.32,50.5,24.91,2024-03-08,21,4.3,False,,
FB000636,Outerwear,Forever21,Summer,XS,Blue,188.6,0.0,188.6,2025-07-23,11,3.6,False,,
FB000637,Outerwear,Mango,Fall,S,Blue,129.21,17.3,106.86,2025-08-22,19,4.2,False,,
FB000638,Outerwear,Gap,Fall,XS,Green,106.18,0.0,106.18,2025-10-13,40,4.7,False,,
FB000639,Dresses,Uniqlo,Winter,S,Gray,204.15,5.4,193.13,2024-10-10,48,3.7,False,,
FB000640,Accessories,Ann Taylor,Winter,XL,Blue,71.44,12.1,62.8,2024-05-02,44,3.5,False,,
FB000641,Dresses,Zara,Spring,S,Brown,59.95,0.0,59.95,2024-05-18,44,2.8,True,Size Issue,2024-05-27
FB000642,Shoes,Forever21,Spring,XS,Pink,86.67,6.2,81.3,2025-10-05,12,4.4,True,Size Issue,2025-10-30
FB000643,Bottoms,Ann Taylor,Spring,XXL,Pink,62.58,27.3,45.5,2025-08-16,34,3.3,True,Size Issue,2025-08-21
FB000644,Outerwear,Uniqlo,Spring,L,Blue,137.85,42.0,79.95,2025-05-30,9,4.8,True,Changed Mind,2025-06-28
FB000645,Outerwear,Banana Republic,Winter,L,Black,99.82,0.0,99.82,2025-05-06,1,3.6,False,,
FB000646,Dresses,Ann Taylor,Fall,L,Brown,138.93,43.4,78.63,2024-01-30,19,4.2,False,,
FB000647,Accessories,H&M,Fall,XXL,Red,59.72,0.0,59.72,2024-05-13,13,2.7,False,,
FB000648,Tops,Banana Republic,Summer,XS,Gray,95.73,0.0,95.73,2024-02-03,6,3.9,False,,
FB000649,Outerwear,Zara,Winter,XS,Pink,87.36,0.0,87.36,2024-04-08,0,4.4,False,,
FB000650,Outerwear,H&M,Fall,S,Beige,139.76,0.0,139.76,2024-10-11,47,3.7,False,,
FB000651,Shoes,Ann Taylor,Fall,XL,Brown,78.69,6.5,73.58,2024-01-15,37,3.5,False,,
FB000652,Dresses,H&M,Spring,S,Purple,50.74,38.5,31.21,2025-12-25,32,3.7,False,,
FB000653,Dresses,Mango,Winter,XXL,Black,80.74,10.7,72.1,2025-06-10,13,3.5,True,Size Issue,2025-06-21
FB000654,Accessories,Gap,Summer,XL,Red,47.23,9.3,42.84,2024-02-11,46,4.1,True,Wrong Item,2024-02-15
FB000655,Tops,Uniqlo,Winter,XL,Pink,88.7,24.5,66.97,2024-10-24,26,3.9,False,,
FB000656,Tops,H&M,Summer,L,Beige,56.74,0.0,56.74,2025-05-18,43,2.1,False,,
FB000657,Tops,Gap,Summer,XS,Red,59.48,39.6,35.93,2024-06-21,47,4.3,True,Color Mismatch,2024-07-02
FB000658,Bottoms,Forever21,Summer,S,Blue,117.02,0.0,117.02,2025-08-18,45,4.0,False,,
FB000659,Dresses,Forever21,Spring,L,Beige,152.54,12.3,133.78,2024-05-30,17,4.2,False,,
FB000660,Accessories,Banana Republic,Spring,L,Gray,30.0,40.6,17.82,2024-02-24,47,3.7,False,,
FB000661,Tops,Zara,Fall,L,Brown,87.92,0.0,87.92,2025-09-30,39,4.4,True,Size Issue,2025-10-22
FB000662,Outerwear,Gap,Winter,S,Pink,192.56,8.9,175.42,2025-07-07,21,2.7,False,,
FB000663,Accessories,Forever21,Summer,L,Gray,35.45,11.9,31.23,2024-06-30,2,4.7,False,,
FB000664,Shoes,Mango,Winter,L,Red,89.99,16.5,75.14,2025-11-22,36,4.2,False,,
FB000665,Outerwear,Gap,Winter,XL,Red,166.14,12.4,145.54,2025-09-23,24,3.5,False,,
FB000666,Shoes,Ann Taylor,Summer,XS,Brown,47.22,27.0,34.47,2025-08-20,47,3.6,True,Color Mismatch,2025-08-31
FB000667,Tops,Banana Republic,Winter,M,Navy,61.19,0.0,61.19,2024-09-10,15,4.1,False,,
FB000668,Shoes,Banana Republic,Summer,M,Black,94.02,0.0,94.02,2024-02-08,20,4.4,False,,
FB000669,Tops,Forever21,Spring,XS,Gray,78.8,47.6,41.29,2024-11-26,24,3.8,False,,
FB000670,Tops,Banana Republic,Fall,M,Gray,70.28,26.8,51.44,2024-11-02,39,4.7,False,,
FB000671,Tops,H&M,Winter,XXL,Black,104.04,9.3,94.36,2024-10-31,3,4.0,False,,
FB000672,Tops,H&M,Summer,XXL,Brown,29.47,0.0,29.47,2025-08-03,4,3.9,False,,
FB000673,Tops,Forever21,Fall,M,Black,85.15,0.0,85.15,2025-03-19,19,2.8,False,,
FB000674,Shoes,H&M,Winter,L,Pink,139.99,16.5,116.89,2024-01-20,11,4.7,False,,
FB000675,Outerwear,Mango,Winter,S,Beige,243.56,29.3,172.2,2025-06-29,40,4.1,False,,
FB000676,Tops,Zara,Fall,M,Gray,34.77,0.0,34.77,2024-11-03,43,3.9,False,,
FB000677,Tops,Ann Taylor,Summer,XXL,White,104.6,0.0,104.6,2025-10-23,18,3.7,True,Changed Mind,2025-10-31
FB000678,Tops,H&M,Summer,S,White,22.77,26.2,16.8,2025-07-27,31,2.8,False,,
FB000679,Tops,Zara,Fall,S,Pink,33.64,0.0,33.64,2025-11-05,17,4.4,False,,
FB000680,Dresses,Zara,Winter,XS,Green,196.13,0.0,196.13,2024-11-01,38,4.0,False,,
FB000681,Tops,Ann Taylor,Summer,L,Red,43.6,12.5,38.15,2025-06-18,7,3.4,False,,
FB000682,Outerwear,Uniqlo,Winter,XS,White,181.97,26.3,134.11,2025-02-03,37,3.8,False,,
FB000683,Dresses,H&M,Winter,S,Red,68.16,0.0,68.16,2025-03-26,17,3.6,False,,
FB000684,Outerwear,Zara,Winter,XL,Navy,198.94,0.0,198.94,2025-03-09,34,4.1,False,,
FB000685,Bottoms,Uniqlo,Fall,M,Gray,115.88,20.4,92.24,2024-02-05,38,4.3,False,,
FB000686,Dresses,Zara,Fall,M,Purple,115.4,15.5,97.51,2024-05-04,43,3.6,False,,
FB000687,Bottoms,Gap,Winter,XS,Blue,141.3,46.0,76.3,2024-08-29,48,3.8,True,Color Mismatch,2024-09-04
FB000688,Tops,Ann Taylor,Winter,XS,Pink,106.64,38.8,65.26,2025-02-26,30,4.7,False,,
FB000689,Shoes,Forever21,Summer,S,Pink,121.01,14.0,104.07,2024-11-30,35,3.6,False,,
FB000690,Accessories,Zara,Fall,XXL,Gray,66.42,0.0,66.42,2024-07-23,25,3.1,False,,
FB000691,Shoes,Banana Republic,Summer,S,White,122.62,56.6,53.22,2024-05-13,48,3.6,False,,
FB000692,Dresses,Forever21,Spring,L,Gray,198.5,0.0,198.5,2025-12-04,11,2.8,False,,
FB000693,Shoes,Uniqlo,Fall,XS,Blue,98.82,10.7,88.25,2024-08-17,36,4.7,True,Size Issue,2024-09-04
FB000694,Dresses,H&M,Summer,L,White,94.5,41.0,55.76,2025-03-15,39,3.2,True,Changed Mind,2025-03-27
FB000695,Bottoms,Banana Republic,Summer,XXL,Purple,82.22,49.1,41.85,2025-05-21,43,4.8,True,Changed Mind,2025-05-28
FB000696,Shoes,Uniqlo,Winter,L,Red,109.01,0.0,109.01,2024-10-16,13,2.8,False,,
FB000697,Bottoms,Forever21,Fall,L,Red,33.45,44.7,18.5,2024-09-11,28,4.0,False,,
FB000698,Dresses,Gap,Summer,XS,Gray,72.64,0.0,72.64,2025-02-11,44,4.0,False,,
FB000699,Dresses,Forever21,Winter,XXL,Brown,93.56,0.0,93.56,2024-02-23,3,4.2,True,Size Issue,2024-03-24
FB000700,Shoes,Zara,Summer,M,Purple,139.15,0.0,139.15,2025-11-18,25,4.2,False,,
FB000701,Outerwear,Zara,Fall,M,Red,165.64,57.6,70.23,2024-04-01,8,3.8,True,Size Issue,2024-04-06
FB000702,Shoes,Banana Republic,Spring,XS,Red,119.87,45.6,65.21,2025-03-16,23,3.7,True,Color Mismatch,2025-04-05
FB000703,Shoes,Ann Taylor,Winter,S,Navy,157.9,19.3,127.43,2025-11-04,35,4.4,False,,
FB000704,Tops,Zara,Fall,S,Green,42.99,0.0,42.99,2024-06-16,16,4.2,False,,
FB000705,Tops,Banana Republic,Winter,XS,Gray,55.65,29.7,39.12,2024-04-25,31,3.7,False,,
FB000706,Bottoms,Banana Republic,Spring,XS,White,134.18,0.0,134.18,2025-06-04,10,4.5,False,,
FB000707,Outerwear,H&M,Summer,XL,Brown,110.7,44.9,61.0,2025-11-24,31,4.0,True,Changed Mind,2025-12-04
FB000708,Dresses,Banana Republic,Winter,M,Brown,207.96,0.0,207.96,2024-06-06,20,3.8,True,Wrong Item,2024-07-03
FB000709,Dresses,Gap,Winter,XXL,Pink,151.01,0.0,151.01,2025-11-02,2,4.5,False,,
FB000710,Tops,Ann Taylor,Fall,S,Green,100.16,0.0,100.16,2024-03-13,3,4.4,False,,
FB000711,Outerwear,Forever21,Summer,L,Pink,110.26,57.3,47.08,2024-01-22,5,3.7,False,,
FB000712,Bottoms,Forever21,Winter,M,Beige,120.31,22.4,93.36,2025-03-18,31,3.2,False,,
FB000713,Shoes,Mango,Spring,XXL,Black,173.13,12.3,151.84,2025-05-02,24,4.3,False,,
FB000714,Outerwear,Forever21,Summer,L,Navy,184.36,11.4,163.34,2025-06-09,2,4.5,True,Wrong Item,2025-07-01
FB000715,Bottoms,Mango,Winter,XL,Beige,107.67,0.0,107.67,2025-03-23,29,4.5,True,Wrong Item,2025-04-02
FB000716,Bottoms,Mango,Spring,S,Purple,81.33,13.3,70.51,2025-06-09,2,3.2,True,Wrong Item,2025-06-23
FB000717,Accessories,Gap,Spring,M,Pink,53.06,20.3,42.29,2025-11-08,47,4.0,False,,
FB000718,Bottoms,Forever21,Summer,XS,Blue,135.21,0.0,135.21,2025-04-10,37,2.5,False,,
FB000719,Tops,Uniqlo,Spring,S,White,38.51,32.1,26.15,2024-04-18,43,3.3,False,,
FB000720,Accessories,Zara,Winter,XS,Green,26.16,15.4,22.13,2025-09-08,42,4.4,False,,
FB000721,Shoes,Ann Taylor,Winter,M,Black,60.01,0.0,60.01,2024-01-17,7,4.8,False,,
FB000722,Bottoms,Zara,Fall,L,Beige,47.42,0.0,47.42,2025-07-05,40,4.3,False,,
FB000723,Shoes,Gap,Fall,L,Blue,43.49,0.0,43.49,2025-12-20,9,4.0,False,,
FB000724,Tops,Gap,Summer,L,Brown,44.26,0.0,44.26,2024-02-22,25,3.5,False,,
FB000725,Accessories,Forever21,Winter,L,Brown,53.73,9.4,48.68,2025-02-13,31,3.3,False,,
FB000726,Outerwear,Gap,Fall,XXL,Green,169.81,9.7,153.34,2024-10-01,4,4.8,False,,
FB000727,Tops,Gap,Summer,L,Brown,113.9,0.0,113.9,2025-03-22,44,4.4,True,Changed Mind,2025-04-15
FB000728,Bottoms,Gap,Spring,L,White,90.92,15.3,77.01,2025-11-03,38,3.3,False,,
FB000729,Shoes,Forever21,Winter,XXL,Beige,157.53,36.0,100.82,2025-09-28,10,4.0,True,Changed Mind,2025-10-01
FB000730,Dresses,Gap,Fall,S,White,76.57,16.9,63.63,2024-11-06,31,3.0,True,Color Mismatch,2024-11-08
FB000731,Accessories,Ann Taylor,Spring,M,Beige,25.31,37.9,15.72,2024-03-06,2,3.9,False,,
FB000732,Accessories,H&M,Summer,XL,White,46.61,55.7,20.65,2024-02-17,49,4.3,False,,
FB000733,Outerwear,Uniqlo,Fall,XXL,Purple,182.73,0.0,182.73,2025-03-24,3,3.7,False,,
FB000734,Accessories,Banana Republic,Summer,XL,Green,47.97,0.0,47.97,2024-07-29,7,4.0,False,,
FB000735,Bottoms,Uniqlo,Winter,XL,Gray,117.91,0.0,117.91,2025-01-07,41,3.1,False,,
FB000736,Bottoms,Banana Republic,Fall,L,Blue,122.31,0.0,122.31,2024-12-15,30,4.7,False,,
FB000737,Bottoms,Banana Republic,Spring,M,Blue,73.28,23.0,56.43,2025-06-26,48,4.5,False,,
FB000738,Bottoms,Mango,Winter,L,Blue,137.77,50.3,68.47,2025-01-05,43,3.9,False,,
FB000739,Tops,Mango,Summer,XXL,Purple,114.36,0.0,114.36,2025-02-15,20,4.0,False,,
FB000740,Bottoms,Forever21,Summer,L,Green,109.22,18.5,89.01,2025-10-08,3,4.6,False,,
FB000741,Dresses,Uniqlo,Winter,L,Beige,169.13,54.4,77.12,2024-12-18,20,4.1,True,Changed Mind,2025-01-04
FB000742,Outerwear,Mango,Winter,L,Beige,114.87,16.8,95.57,2025-03-28,41,3.8,False,,
FB000743,Dresses,Forever21,Fall,M,Black,56.28,0.0,56.28,2024-05-09,46,3.0,False,,
FB000744,Outerwear,Uniqlo,Fall,XS,Purple,173.8,16.4,145.3,2024-01-24,10,3.9,True,Changed Mind,2024-02-12
FB000745,Shoes,H&M,Spring,XXL,Blue,197.91,0.0,197.91,2025-01-16,3,4.6,True,Size Issue,2025-01-20
FB000746,Accessories,Banana Republic,Winter,M,Brown,62.9,19.7,50.51,2025-08-18,47,2.7,False,,
FB000747,Dresses,H&M,Spring,M,Pink,163.38,31.5,111.92,2025-01-21,8,2.7,False,,
FB000748,Bottoms,Banana Republic,Spring,XL,Brown,53.11,29.1,37.65,2025-12-29,9,3.6,False,,
FB000749,Tops,Banana Republic,Summer,XS,Blue,108.85,11.7,96.11,2025-11-24,23,3.6,False,,
FB000750,Outerwear,Forever21,Spring,XL,Gray,188.2,53.8,86.95,2025-03-02,31,4.6,False,,
FB000751,Bottoms,Mango,Winter,XXL,Gray,45.53,37.3,28.55,2025-12-12,7,3.6,True,Size Issue,2026-01-05
FB000752,Bottoms,Ann Taylor,Summer,XL,Blue,43.24,9.3,39.22,2024-06-05,33,4.1,False,,
FB000753,Shoes,Ann Taylor,Spring,M,Gray,44.48,0.0,44.48,2025-08-26,50,4.1,False,,
FB000754,Shoes,Uniqlo,Fall,S,Gray,40.33,6.0,37.91,2025-03-03,2,4.1,False,,
FB000755,Shoes,Gap,Spring,L,Gray,173.51,22.7,134.12,2025-05-31,8,4.4,False,,
FB000756,Tops,Gap,Fall,XXL,Navy,28.93,14.4,24.76,2024-08-26,24,4.2,False,,
FB000757,Shoes,Zara,Winter,XXL,Pink,143.35,54.1,65.8,2025-10-07,36,3.0,False,,
FB000758,Dresses,Uniqlo,Summer,XXL,Purple,64.48,50.8,31.72,2024-02-24,48,3.7,False,,
FB000759,Outerwear,H&M,Winter,XL,Green,100.45,43.6,56.65,2024-10-08,1,4.6,False,,
FB000760,Bottoms,Gap,Summer,XL,Brown,68.45,12.4,59.96,2024-12-14,1,4.4,False,,
FB000761,Tops,Zara,Spring,L,Pink,29.1,50.8,14.32,2024-05-27,18,4.0,True,Size Issue,2024-06-01
FB000762,Shoes,Forever21,Fall,XS,Brown,193.78,0.0,193.78,2024-02-29,45,4.5,True,Size Issue,2024-03-05
FB000763,Tops,Ann Taylor,Spring,L,Black,25.19,0.0,25.19,2025-08-23,38,3.6,False,,
FB000764,Outerwear,Forever21,Summer,M,Green,134.12,6.0,126.07,2025-02-21,1,4.0,False,,
FB000765,Accessories,Uniqlo,Summer,S,Purple,57.35,0.0,57.35,2025-02-20,36,3.6,False,,
FB000766,Dresses,H&M,Fall,M,Purple,217.5,30.8,150.51,2025-07-22,27,4.6,False,,
FB000767,Accessories,Gap,Spring,XXL,Red,15.04,49.6,7.58,2024-09-13,38,3.7,False,,
FB000768,Tops,Ann Taylor,Fall,XL,Purple,48.13,0.0,48.13,2025-07-30,34,4.2,False,,
FB000769,Accessories,Forever21,Summer,S,Purple,79.92,44.2,44.6,2024-11-21,32,3.0,False,,
FB000770,Shoes,Uniqlo,Winter,M,White,145.96,0.0,145.96,2025-04-15,13,4.5,False,,
FB000771,Shoes,Zara,Fall,XXL,Green,137.41,0.0,137.41,2025-11-19,0,3.6,True,Size Issue,2025-12-12
FB000772,Dresses,Gap,Winter,XL,Black,183.84,6.2,172.44,2025-11-18,1,3.9,False,,
FB000773,Accessories,Ann Taylor,Winter,XL,Navy,40.14,36.2,25.61,2024-05-07,0,4.3,False,,
FB000774,Bottoms,Gap,Summer,S,Green,121.01,34.2,79.62,2024-04-02,12,4.7,False,,
FB000775,Dresses,Uniqlo,Fall,S,Gray,214.44,0.0,214.44,2025-12-21,31,4.0,False,,
FB000776,Bottoms,Zara,Fall,XXL,Blue,43.31,0.0,43.31,2025-05-20,32,3.6,True,Size Issue,2025-06-13
FB000777,Outerwear,Mango,Summer,XL,Red,206.82,0.0,206.82,2024-08-21,36,4.2,False,,
FB000778,Dresses,Uniqlo,Fall,XXL,Green,218.63,30.7,151.51,2025-11-28,16,4.5,False,,
FB000779,Tops,Zara,Winter,XXL,Beige,114.31,0.0,114.31,2025-03-18,20,4.4,False,,
FB000780,Tops,Uniqlo,Summer,XXL,Purple,66.66,16.4,55.73,2024-08-17,46,4.4,True,Color Mismatch,2024-09-04
FB000781,Tops,Ann Taylor,Summer,L,White,53.47,56.2,23.42,2024-08-19,47,3.6,False,,
FB000782,Tops,Banana Republic,Fall,S,Red,52.92,0.0,52.92,2024-04-09,40,4.6,False,,
FB000783,Tops,Zara,Spring,M,White,30.78,0.0,30.78,2024-02-25,21,4.4,False,,
FB000784,Outerwear,H&M,Summer,XL,Brown,154.55,0.0,154.55,2025-08-15,28,4.3,True,Size Issue,2025-09-14
FB000785,Accessories,Forever21,Spring,XXL,Black,65.87,0.0,65.87,2024-02-26,28,4.1,False,,
FB000786,Dresses,Forever21,Summer,XS,Beige,59.48,0.0,59.48,2025-02-15,24,4.2,True,Changed Mind,2025-02-23
FB000787,Outerwear,Zara,Winter,L,Gray,215.18,52.4,102.43,2025-10-28,21,4.2,False,,
FB000788,Accessories,Gap,Spring,XL,White,22.02,0.0,22.02,2024-03-10,45,4.0,False,,
FB000789,Bottoms,Mango,Spring,M,Blue,87.77,7.8,80.92,2024-02-15,8,2.8,True,Changed Mind,2024-03-05
FB000790,Tops,Ann Taylor,Spring,XL,Purple,97.55,0.0,97.55,2025-09-09,19,2.7,False,,
